Words,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Love
destined,0,0,0,1,0,0,0,0,0,0,0
destitute,0,1,0,0,0,1,0,1,0,0,0
destroyed,0,1,1,0,0,1,0,1,0,0,0
destroyer,0,1,1,0,0,1,0,0,0,0,0
destroying,0,1,1,0,0,1,0,1,0,0,0
destruction,0,1,1,0,0,0,0,0,0,0,0
destructive,0,1,1,0,1,1,0,0,0,0,0
detachment,0,1,0,0,0,0,0,0,0,0,0
detain,0,1,0,0,0,0,0,0,0,0,0
detainee,0,1,1,1,0,1,0,1,0,0,0
detect,1,0,0,0,0,0,0,0,0,0,0
detection,1,0,0,0,0,0,0,0,0,0,0
detention,0,1,0,0,0,0,0,1,0,0,0
deteriorate,0,1,0,0,0,1,0,1,0,0,0
deteriorated,0,1,0,0,1,0,0,1,0,0,0
deterioration,0,1,1,0,1,1,0,1,0,0,0
determinate,0,0,0,1,0,0,0,0,0,1,0
determination,1,0,0,0,0,0,0,0,0,1,0
determined,1,0,0,0,0,0,0,0,0,0,0
detest,0,1,1,0,1,0,0,0,0,0,0
detonate,0,1,0,0,0,1,0,0,1,0,0
detonation,0,0,1,0,0,0,0,0,0,0,0
detract,0,1,1,0,0,0,0,0,0,0,0
detriment,0,1,0,0,0,0,0,0,0,0,0
detrimental,0,1,0,0,0,0,0,0,0,0,0
detritus,0,1,0,0,0,0,0,0,0,0,0
devastate,0,1,1,0,0,1,0,1,0,0,0
devastating,0,1,1,0,1,1,0,1,0,1,0
devastation,0,1,1,0,0,1,0,1,1,0,0
develop,1,0,0,1,0,0,0,0,0,0,0
deviation,0,0,0,0,0,0,0,1,0,0,0
devil,0,1,1,1,1,1,0,1,0,0,0
devilish,0,1,0,0,1,1,0,0,0,0,0
devious,0,1,0,0,0,0,0,0,0,0,0
devolution,0,1,0,0,0,0,0,0,0,0,0
devotional,1,0,0,0,0,0,0,0,0,1,0
devour,0,1,0,0,0,0,0,0,0,0,0
devout,1,0,0,1,0,0,1,0,0,1,0
dexterity,1,0,0,0,0,0,0,0,0,0,0
diabolical,0,1,1,0,1,1,0,0,0,0,0
diagnosis,0,1,0,1,0,1,0,0,0,1,0
diamond,1,0,0,0,0,0,1,0,0,0,0
diaper,0,0,0,0,1,0,0,0,0,0,0
diarrhoea,0,0,0,0,1,0,0,0,0,0,0
diary,1,0,0,0,0,0,1,0,0,1,0
diatribe,0,1,1,0,1,0,0,0,0,0,0
dictator,0,1,0,0,0,1,0,0,0,0,0
dictatorial,0,1,1,0,0,0,0,0,0,0,0
dictatorship,0,1,1,1,1,1,0,1,0,0,0
dictionary,1,0,0,0,0,0,0,0,0,1,0
dictum,0,0,0,0,0,0,0,0,0,1,0
didactic,1,0,0,0,0,0,0,0,0,0,0
die,0,1,0,0,0,1,0,1,0,0,0
dietary,1,0,0,1,0,0,0,0,0,0,0
differential,0,0,0,0,0,0,0,0,0,1,0
differently,0,0,0,0,0,0,0,0,1,0,0
difficult,0,0,0,0,0,1,0,0,0,0,0
difficulties,0,1,0,0,0,0,0,1,0,0,0
difficulty,0,1,1,0,0,1,0,1,0,0,0
digit,0,0,0,0,0,0,0,0,0,1,0
dignified,1,0,0,0,0,0,0,0,0,0,0
dignity,1,0,0,0,0,0,0,0,0,1,0
digress,0,1,0,1,0,0,0,0,0,0,0
dike,0,0,0,0,0,1,0,0,0,0,0
dilapidated,0,1,0,0,1,0,0,1,0,0,0
diligence,1,0,0,0,0,0,0,0,0,1,0
dilute,0,1,0,0,0,0,0,0,0,0,0
diminish,0,1,0,0,0,0,0,1,0,0,0
diminished,0,1,0,0,0,0,0,0,0,0,0
din,0,1,0,0,0,0,0,0,0,0,0
dinner,1,0,0,0,0,0,0,0,0,0,0
dinosaur,0,0,0,0,0,1,0,0,0,0,0
diplomacy,1,0,0,1,0,0,0,0,0,1,0
diplomatic,1,0,0,0,0,0,0,0,0,1,0
dire,0,1,0,0,1,1,0,1,1,0,0
director,1,0,0,0,0,0,0,0,0,1,0
dirt,0,1,0,0,1,0,0,0,0,0,0
dirty,0,1,0,0,1,0,0,0,0,0,0
disability,0,1,0,0,0,0,0,1,0,0,0
disable,0,1,0,0,0,1,0,1,0,0,0
disabled,0,1,0,0,0,1,0,1,0,0,0
disaffected,0,1,0,0,0,0,0,0,0,0,0
disagree,0,1,1,0,0,0,0,0,0,0,0
disagreeing,0,1,1,0,0,0,0,1,0,0,0
disagreement,0,1,1,0,0,0,0,1,0,0,0
disallowed,0,1,1,0,1,1,0,1,0,0,0
disappear,0,0,0,0,0,1,0,0,0,0,0
disappoint,0,1,1,0,1,0,0,1,0,0,0
disappointed,0,1,1,0,1,0,0,1,0,0,0
disappointing,0,1,0,0,0,0,0,1,0,0,0
disappointment,0,1,0,0,1,0,0,1,0,0,0
disapproval,0,1,0,0,0,0,0,1,0,0,0
disapprove,0,1,1,0,1,1,0,1,0,0,0
disapproved,0,1,1,0,0,0,0,1,0,0,0
disapproving,0,1,1,0,1,0,0,1,0,0,0
disaster,0,1,1,0,1,1,0,1,1,0,0
disastrous,0,1,1,0,0,1,0,1,0,0,0
disbelieve,0,1,0,0,0,0,0,0,0,0,0
discards,0,1,0,0,0,0,0,0,0,0,0
discharge,0,1,0,0,0,0,0,0,0,0,0
disciple,0,0,0,0,0,0,0,0,0,1,0
discipline,0,1,0,0,0,1,0,0,0,0,0
disclaim,0,1,1,0,1,0,0,0,0,1,0
disclosed,0,0,0,0,0,0,0,0,0,1,0
discoloration,0,1,0,0,1,0,0,0,0,0,0
discolored,0,1,0,0,1,0,0,1,0,0,0
discomfort,0,1,0,0,0,0,0,1,0,0,0
disconnect,0,1,0,0,0,0,0,1,0,0,0
disconnected,0,1,0,0,0,0,0,1,0,0,0
disconnection,0,1,0,0,0,0,0,0,0,0,0
discontent,0,1,1,0,1,1,0,1,0,0,0
discontinue,0,1,0,0,0,0,0,0,0,0,0
discontinuity,0,1,0,0,1,1,0,1,0,0,0
discord,0,1,1,0,1,0,0,0,0,0,0
discourage,0,1,0,0,0,1,0,1,0,0,0
discouragement,0,1,0,0,0,0,0,0,0,0,0
discovery,1,0,0,0,0,0,0,0,0,0,0
discredit,0,1,0,0,0,0,0,0,0,0,0
discreet,1,0,0,1,0,0,0,0,0,0,0
discretion,1,0,0,1,0,0,0,0,0,1,0
discretionary,1,0,0,0,0,0,0,0,0,0,0
discriminate,0,1,1,0,0,0,0,1,0,0,0
discriminating,0,1,0,0,1,0,0,0,0,0,0
discrimination,0,1,1,0,1,1,0,1,0,0,0
discussion,1,0,0,0,0,0,0,0,0,0,0
disdain,0,1,1,0,1,0,0,0,0,0,0
disease,0,1,1,0,1,1,0,1,0,0,0
diseased,0,1,0,0,1,1,0,1,0,0,0
disembodied,0,1,0,0,0,1,0,1,0,0,0
disengagement,0,1,0,0,0,0,0,0,0,0,0
disfigured,0,1,1,0,1,1,0,1,0,0,0
disgrace,0,1,1,0,1,0,0,1,0,0,0
disgraced,0,1,1,0,1,0,0,1,0,0,0
disgraceful,0,1,1,0,1,0,0,0,0,0,0
disgruntled,0,1,1,0,1,0,0,1,0,0,0
disgust,0,1,1,0,1,1,0,1,0,0,0
disgusting,0,1,1,0,1,1,0,0,0,0,0
disheartened,0,1,0,0,0,0,0,1,0,0,0
disheartening,0,1,0,0,0,0,0,1,0,0,0
dishonest,0,1,1,0,1,0,0,1,0,0,0
dishonesty,0,1,0,0,1,0,0,0,0,0,0
dishonor,0,1,1,0,1,1,0,1,0,0,0
disillusionment,0,1,1,0,1,0,0,1,0,0,0
disinfection,1,0,0,0,0,0,0,0,0,0,0
disinformation,0,1,1,0,0,1,0,0,0,0,0
disingenuous,0,1,0,0,1,0,0,0,0,0,0
disintegrate,0,1,0,0,1,1,0,0,0,0,0
disintegration,0,1,0,0,0,0,0,0,0,0,0
disinterested,0,1,0,0,0,0,0,0,0,0,0
dislike,0,1,1,0,1,0,0,0,0,0,0
disliked,0,1,1,0,0,0,0,1,0,0,0
dislocated,0,1,1,0,1,1,0,1,0,0,0
dismal,0,1,0,0,1,1,0,1,0,0,0
dismay,0,1,1,1,0,1,0,1,1,0,0
dismemberment,0,1,0,0,1,1,0,1,0,0,0
dismissal,0,1,1,0,1,1,0,1,1,0,0
disobedience,0,1,1,0,1,0,0,0,0,0,0
disobedient,0,1,1,0,0,0,0,0,0,0,0
disobey,0,1,1,0,1,0,0,0,0,0,0
disorder,0,1,0,0,0,1,0,0,0,0,0
disorderly,0,1,0,0,0,0,0,0,0,0,0
disorganized,0,1,0,0,0,0,0,0,0,0,0
disparage,0,1,1,0,1,0,0,1,0,0,0
disparaging,0,1,1,0,1,0,0,1,0,0,0
disparity,0,1,1,0,1,0,0,1,0,0,0
dispassionate,0,1,0,0,0,0,0,1,0,0,0
dispel,0,1,0,0,0,0,0,1,0,0,0
dispersion,0,1,0,0,0,0,0,0,0,0,0
displace,0,1,0,0,0,0,0,0,0,0,0
displaced,0,0,1,0,0,1,0,1,0,0,0
displeased,0,1,1,0,1,1,0,1,0,0,0
displeasure,0,1,0,0,1,0,0,0,0,0,0
disposal,0,1,0,0,0,0,0,0,0,0,0
dispose,0,0,0,0,1,0,0,0,0,0,0
disposed,1,0,0,1,0,0,0,0,0,1,0
dispossessed,0,1,1,0,0,1,0,1,0,0,0
dispute,0,1,1,0,0,0,0,0,0,0,0
disqualification,0,1,0,0,0,0,0,0,0,0,0
disqualified,0,1,1,0,1,0,0,1,0,0,0
disqualify,0,1,0,0,0,0,0,1,0,0,0
disregard,0,1,0,0,0,0,0,0,0,0,0
disregarded,0,1,0,0,1,0,0,0,0,0,0
disreputable,0,1,1,0,1,1,0,0,0,0,0
disrespect,0,1,1,0,0,0,0,0,0,0,0
disrespectful,0,1,1,0,1,1,0,1,0,0,0
disruption,0,1,1,0,0,1,0,0,1,0,0
dissatisfaction,0,1,0,0,0,0,0,0,0,0,0
dissection,0,0,0,0,1,0,0,0,0,0,0
disseminate,1,0,0,0,0,0,0,0,0,0,0
dissension,0,1,1,0,0,0,0,0,0,0,0
dissenting,0,1,0,0,0,0,0,0,0,0,0
disservice,0,1,1,0,1,0,0,1,0,0,0
dissident,0,1,1,0,0,1,0,0,0,0,0
dissolution,0,1,1,0,0,1,0,1,1,0,0
dissonance,0,1,1,0,0,0,0,0,0,0,0
distaste,0,1,0,0,1,0,0,0,0,0,0
distasteful,0,1,0,0,1,0,0,0,0,0,0
distillation,1,0,0,0,0,0,0,0,0,0,0
distinction,1,0,0,0,0,0,0,0,0,0,0
distorted,0,1,0,0,1,0,0,0,0,0,0
distortion,0,1,0,0,0,0,0,0,0,0,0
distract,0,1,0,0,0,0,0,0,0,0,0
distracted,0,1,1,0,0,0,0,0,0,0,0
distracting,0,1,1,1,0,0,0,0,0,0,0
distraction,0,1,0,0,0,0,0,0,0,0,0
distraught,0,1,0,0,0,0,0,1,0,0,0
distress,0,1,1,0,1,1,0,1,1,0,0
distressed,0,1,0,0,0,1,0,0,0,0,0
distressing,0,1,1,0,0,1,0,0,0,0,0
distrust,0,1,1,0,1,1,0,0,0,0,0
disturbance,0,1,1,0,0,1,0,1,1,0,0
disturbed,0,1,1,0,0,0,0,1,0,0,0
disuse,0,1,0,0,0,0,0,0,0,0,0
disused,0,1,1,0,0,0,0,0,0,0,0
ditty,1,0,0,0,0,0,1,0,0,0,0
divan,0,0,0,0,0,0,0,0,0,1,0
divergent,0,1,0,0,0,0,0,0,1,0,0
diverse,1,1,0,0,0,0,0,0,0,0,0
diversified,1,0,0,0,0,0,0,0,0,0,0
diversion,1,0,0,0,0,0,0,0,1,0,0
divested,0,1,0,0,0,0,0,0,0,0,0
divestment,0,1,0,0,0,0,0,0,0,0,0
divination,0,0,0,1,0,0,0,0,0,0,0
divinity,1,0,0,0,0,0,0,0,0,0,0
divorce,0,1,1,0,1,1,0,1,1,1,0
dizziness,0,1,0,0,0,0,0,0,0,0,0
dizzy,0,1,0,0,0,0,0,0,0,0,0
docked,0,1,0,0,0,0,0,0,0,0,0
doctor,1,0,0,0,0,0,0,0,0,1,0
doctrine,0,0,0,0,0,0,0,0,0,1,0
doer,1,0,0,0,0,0,0,0,0,0,0
dogged,1,0,0,0,0,0,0,0,0,0,0
dogma,0,0,0,0,0,0,0,0,0,1,0
doit,0,1,0,0,0,0,0,0,0,0,0
doldrums,0,1,0,0,0,0,0,1,0,0,0
dole,0,1,0,0,0,0,0,1,0,0,0
doll,0,0,0,0,0,0,1,0,0,0,0
dolor,0,1,0,0,0,0,0,1,0,0,0
dolphin,1,0,0,0,0,0,1,0,1,1,0
dominant,0,1,0,0,0,1,0,0,0,0,0
dominate,1,1,1,0,0,1,0,0,0,0,0
domination,0,1,1,0,0,1,0,1,0,0,0
dominion,0,0,0,0,0,1,0,0,0,1,0
don,1,0,0,0,0,0,0,0,0,1,0
donation,1,0,0,0,0,0,0,0,0,0,0
donkey,0,1,0,0,1,0,0,0,0,0,0
doodle,0,1,0,0,0,0,0,0,0,0,0
doom,0,1,0,0,0,1,0,0,0,0,0
doomed,0,1,0,0,0,1,0,1,0,0,0
doomsday,0,1,1,1,1,1,0,1,0,0,0
doubt,0,1,0,0,0,1,0,1,0,1,0
doubtful,0,1,0,0,0,0,0,0,0,0,0
doubting,0,1,0,0,0,0,0,0,0,0,0
doubtless,1,0,0,0,0,0,0,0,0,1,0
douche,0,1,0,0,0,0,0,0,0,0,0
dour,0,1,0,0,0,0,0,0,0,0,0
dove,1,0,0,1,0,0,1,0,0,1,0
downfall,0,1,0,0,0,1,0,1,0,0,0
downright,0,0,0,0,0,0,0,0,0,1,0
downy,1,0,0,0,0,0,0,0,0,0,0
drab,0,1,0,0,0,0,0,1,0,0,0
draft,0,0,0,1,0,0,0,0,0,0,0
dragon,0,0,0,0,0,1,0,0,0,0,0
drainage,0,1,0,0,0,0,0,0,0,0,0
drawback,0,1,0,0,0,0,0,0,0,0,0
dread,0,1,0,1,0,1,0,0,0,0,0
dreadful,0,1,1,1,1,1,0,1,0,0,0
dreadfully,0,1,0,0,1,1,0,1,1,0,0
dreary,0,1,0,0,0,0,0,1,0,0,0
drinking,0,1,0,0,0,0,0,0,0,0,0
drivel,0,1,0,0,1,0,0,0,0,0,0
drone,0,1,0,0,0,0,0,0,0,0,0
drool,0,0,0,0,1,0,0,0,0,0,0
drooping,0,1,0,0,0,0,0,0,0,0,0
drought,0,1,0,0,0,0,0,0,0,0,0
drown,0,1,0,0,0,1,0,1,0,0,0
drowsiness,0,1,0,0,0,0,0,0,0,0,0
drudgery,0,1,0,0,0,0,0,0,0,0,0
drugged,0,0,0,0,0,0,0,1,0,0,0
drunken,0,1,0,0,1,0,0,0,0,0,0
drunkenness,0,1,0,0,0,0,0,0,0,0,0
dubious,0,1,0,0,0,1,0,0,0,1,0
duel,0,0,1,1,0,1,0,0,0,0,0
duet,1,0,0,0,0,0,0,0,0,0,0
duke,1,0,0,0,0,0,0,0,0,0,0
dull,0,1,0,0,0,0,0,1,0,0,0
dumb,0,1,0,0,0,0,0,0,0,0,0
dummy,0,1,0,0,0,0,0,0,0,0,0
dumps,0,1,1,0,0,0,0,1,0,0,0
dun,0,1,0,0,0,0,0,0,0,0,0
dung,0,0,0,0,1,0,0,0,0,0,0
dungeon,0,1,0,0,0,1,0,0,0,0,0
dupe,0,1,1,0,0,0,0,0,0,0,0
duplicity,0,1,1,0,0,0,0,0,0,0,0
durability,1,0,0,0,0,0,0,0,0,1,0
durable,1,0,0,0,0,0,0,0,0,1,0
duress,0,1,1,0,1,1,0,1,0,0,0
dust,0,1,0,0,0,0,0,0,0,0,0
dutiful,1,0,0,1,0,0,0,0,0,1,0
dwarfed,0,1,0,0,0,1,0,1,0,0,0
dying,0,1,1,0,1,1,0,1,0,0,0
dynamic,0,0,0,0,0,0,0,0,1,0,0
dysentery,0,1,0,0,1,0,0,1,0,0,0
eager,1,0,0,1,0,0,1,0,1,1,0
eagerness,1,0,0,1,0,0,1,0,0,1,0
eagle,0,0,0,0,0,0,0,0,0,1,0
earl,1,0,0,0,0,0,0,0,0,0,0
earn,1,0,0,0,0,0,0,0,0,0,0
earnest,1,0,0,0,0,0,0,0,0,0,0
earnestly,1,0,0,0,0,0,0,0,0,0,0
earnestness,1,0,0,0,0,0,0,0,0,0,0
earthquake,0,1,1,0,0,1,0,1,1,0,0
ease,1,0,0,0,0,0,0,0,0,0,0
easement,1,0,0,0,0,0,0,0,0,0,0
easygoing,1,0,0,0,0,0,0,0,0,0,0
eat,1,0,0,0,0,0,0,0,0,0,0
eavesdropping,0,1,0,0,0,0,0,0,0,0,0
economy,0,0,0,0,0,0,0,0,0,1,0
ecstasy,1,0,0,1,0,0,1,0,0,0,0
ecstatic,1,0,0,1,0,0,1,0,1,0,0
edict,0,1,0,0,0,1,0,0,0,0,0
edification,1,0,0,1,0,0,1,0,0,1,0
edition,0,0,0,1,0,0,0,0,0,0,0
educate,1,0,0,0,0,0,0,0,0,0,0
educated,1,0,0,0,0,0,0,0,0,0,0
educational,1,0,0,0,0,0,0,0,0,1,0
eel,0,0,0,0,0,1,0,0,0,0,0
effective,1,0,0,0,0,0,0,0,0,1,0
effeminate,0,1,0,0,0,0,0,0,0,0,0
efficacy,1,0,0,0,0,0,0,0,0,0,0
efficiency,1,0,0,0,0,0,0,0,0,0,0
efficient,1,0,0,1,0,0,0,0,0,1,0
effigy,0,0,1,0,0,0,0,0,0,0,0
effort,1,0,0,0,0,0,0,0,0,0,0
egotistical,0,1,0,0,1,0,0,0,0,0,0
egregious,0,1,1,0,1,0,0,0,0,0,0
ejaculation,1,0,0,1,0,0,1,0,1,1,0
eject,0,1,0,0,0,0,0,0,0,0,0
ejection,0,1,0,0,0,0,0,0,0,0,0
elaboration,1,0,0,0,0,0,0,0,0,0,0
elated,1,0,0,0,0,0,1,0,0,0,0
elbow,0,0,1,0,0,0,0,0,0,0,0
elder,1,0,0,0,0,0,0,0,0,1,0
elders,1,0,0,0,0,0,0,0,0,1,0
elect,1,0,0,0,0,0,0,0,0,1,0
electorate,0,0,0,0,0,0,0,0,0,1,0
electric,1,0,0,0,0,0,1,0,1,0,0
electricity,1,0,0,0,0,0,0,0,0,0,0
elegance,1,0,0,1,0,0,1,0,0,1,0
elegant,1,0,0,0,0,0,1,0,0,0,1
elevation,1,0,0,1,0,1,1,0,0,1,0
elf,0,0,1,0,1,1,0,0,0,0,0
eligible,1,0,0,0,0,0,0,0,0,0,0
elimination,0,1,1,0,1,1,0,1,0,0,0
elite,1,0,0,1,0,0,1,0,0,1,0
eloquence,1,0,0,0,0,0,0,0,0,0,0
eloquent,1,0,0,0,0,0,0,0,0,0,0
elucidate,1,0,0,0,0,0,0,0,0,1,0
elusive,0,1,0,0,0,0,0,0,1,0,0
emaciated,0,1,0,0,0,1,0,1,0,0,0
emancipation,1,0,0,1,0,0,1,0,0,0,0
embargo,0,1,0,0,0,0,0,0,0,0,0
embarrass,0,1,0,0,0,0,0,1,0,0,0
embarrassing,0,1,0,0,0,0,0,0,0,0,0
embarrassment,0,1,0,0,0,1,0,1,1,0,0
embezzlement,0,1,0,0,0,0,0,0,0,0,0
embolism,0,1,0,0,0,1,0,1,0,0,0
embrace,1,0,0,1,0,0,1,0,1,1,0
embroiled,0,1,0,0,0,0,0,0,0,0,0
emergency,0,1,0,0,0,1,0,1,1,0,0
emeritus,1,0,0,0,0,0,0,0,0,0,0
eminence,1,0,0,0,0,0,0,0,0,1,0
eminent,1,0,0,0,0,0,0,0,0,0,0
eminently,1,0,0,0,0,0,0,0,0,0,0
emir,1,0,0,0,0,0,0,0,0,0,0
empathy,1,0,0,0,0,0,0,0,0,0,0
emphasize,0,0,0,0,0,0,0,0,0,1,0
employ,0,0,0,0,0,0,0,0,0,1,0
empower,1,0,0,0,0,0,0,0,0,0,0
emptiness,0,0,0,0,0,0,0,1,0,0,0
emulate,1,0,0,0,0,0,0,0,0,0,0
enable,1,0,0,0,0,0,0,0,0,1,0
enablement,1,0,0,0,0,0,0,0,0,1,0
enchant,1,0,0,1,0,0,1,0,1,0,0
enchanted,1,0,0,0,0,0,1,0,0,1,0
enchanting,1,0,0,1,0,0,1,0,0,0,1
enclave,0,1,0,0,0,0,0,0,0,0,0
encore,1,0,0,0,0,0,0,0,0,0,0
encourage,1,0,0,0,0,0,1,0,0,1,0
encouragement,1,0,0,0,0,0,0,0,0,0,0
encroachment,0,1,0,0,0,1,0,0,0,0,0
encumbrance,0,1,1,0,0,1,0,1,0,0,0
encyclopedia,1,0,0,0,0,0,0,0,0,1,0
endanger,0,1,0,1,0,1,0,0,0,0,0
endangered,0,1,0,0,0,1,0,0,0,0,0
endeavor,1,0,0,1,0,0,0,0,0,0,0
endemic,0,1,0,0,1,1,0,1,0,0,0
endless,1,1,1,0,0,1,1,1,0,1,0
endocarditis,0,0,0,0,0,1,0,1,0,0,0
endow,1,0,0,0,0,0,0,0,0,1,0
endowed,1,0,0,0,0,0,0,0,0,0,0
endowment,1,0,0,0,0,0,0,0,0,1,0
endurance,1,0,0,0,0,0,0,0,0,0,0
endure,1,0,0,0,0,0,0,0,0,0,0
enema,0,0,0,0,1,0,0,0,0,0,0
enemy,0,1,1,0,1,1,0,0,0,0,0
energetic,1,0,0,0,0,0,0,0,0,0,0
enforce,1,1,1,0,0,1,0,0,0,0,0
enforcement,0,1,0,0,0,0,0,0,0,0,0
engaged,1,0,0,1,0,0,1,0,0,1,0
engaging,1,0,0,0,0,0,1,0,0,1,0
engulf,0,0,0,1,0,0,0,0,0,0,0
enhance,1,0,0,0,0,0,0,0,0,0,0
enigmatic,0,1,0,0,0,1,0,0,0,0,0
enjoy,1,0,0,1,0,0,1,0,0,1,0
enjoying,1,0,0,1,0,0,1,0,0,1,0
enlighten,1,0,0,0,0,0,1,0,0,1,0
enlightenment,1,0,0,0,0,0,1,0,0,1,0
enliven,1,0,0,0,0,0,1,0,1,1,0
enmity,0,1,1,0,0,1,0,1,0,0,0
enrich,1,0,0,0,0,0,0,0,0,0,0
enroll,0,0,0,1,0,0,0,0,0,1,0
ensemble,1,0,0,0,0,0,0,0,0,1,0
ensign,1,0,0,0,0,0,0,0,0,0,0
enslave,0,1,0,0,0,0,0,0,0,0,0
enslaved,0,1,1,0,1,1,0,1,0,0,0
enslavement,0,1,0,0,0,0,0,0,0,0,0
entangled,0,1,1,0,1,1,0,1,0,0,0
entanglement,0,1,0,0,0,0,0,0,0,0,0
enterprising,1,0,0,0,0,0,0,0,0,0,0
entertain,1,0,0,0,0,0,1,0,0,0,0
entertained,1,0,0,0,0,0,1,0,0,0,0
entertaining,1,0,0,1,0,0,1,0,0,0,0
entertainment,1,0,0,1,0,0,1,0,1,1,0
enthusiasm,1,0,0,1,0,0,1,0,1,0,0
enthusiast,1,0,0,1,0,0,1,0,1,0,0
entrails,0,1,0,0,1,0,0,0,0,0,0
entrust,0,0,0,0,0,0,0,0,0,1,0
envious,0,1,0,0,0,0,0,0,0,0,0
environ,1,0,0,0,0,0,0,0,0,0,0
ephemeris,1,0,0,0,0,0,0,0,0,0,0
epic,1,0,0,0,0,0,0,0,0,0,0
epidemic,0,1,1,1,1,1,0,1,1,0,0
epilepsy,0,1,0,0,0,0,0,0,0,0,0
episcopal,0,0,0,0,0,0,0,0,0,1,0
epitaph,0,0,0,0,0,0,0,1,0,0,0
epitome,1,0,0,0,0,0,0,0,0,0,0
equality,1,0,0,0,0,0,1,0,0,1,0
equally,1,0,0,0,0,0,0,0,0,0,0
equilibrium,1,0,0,0,0,0,0,0,0,0,0
equity,1,0,0,0,0,0,0,0,0,0,0
eradicate,0,1,1,0,0,0,0,0,0,0,0
eradication,0,1,1,0,1,1,0,0,0,0,0
erase,0,1,0,0,0,1,0,0,0,0,0
erosion,0,1,0,0,0,0,0,0,0,0,0
erotic,1,1,0,1,0,0,1,0,1,1,0
err,0,1,0,0,0,0,0,0,0,0,0
errand,1,0,0,1,0,0,0,0,0,1,0
errant,0,1,0,0,0,0,0,0,0,0,0
erratic,0,1,0,0,0,0,0,0,1,0,0
erratum,0,1,0,0,0,0,0,0,0,0,0
erroneous,0,1,0,0,0,0,0,0,0,0,0
error,0,1,0,0,0,0,0,1,0,0,0
erudite,1,0,0,0,0,0,0,0,0,0,0
erupt,0,1,1,0,0,0,0,0,1,0,0
eruption,0,1,1,0,0,1,0,0,1,0,0
escalate,0,1,1,0,0,0,0,0,0,0,0
escape,1,1,0,1,0,1,0,0,0,0,0
escaped,0,0,0,0,0,1,0,0,0,0,0
eschew,0,1,1,0,0,0,0,1,0,0,0
escort,0,0,0,0,0,0,0,0,0,1,0
espionage,0,1,0,0,0,0,0,0,0,0,0
esprit,1,0,0,0,0,0,0,0,0,0,0
essential,1,0,0,0,0,0,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,0,1,0
established,1,0,0,0,0,0,1,0,0,0,0
esteem,1,0,0,0,0,0,1,1,0,1,0
esthetic,1,0,0,0,0,0,0,0,0,0,0
estranged,0,1,0,0,0,0,0,0,0,0,0
ethereal,0,0,0,0,0,1,0,0,0,0,0
ethical,1,0,0,0,0,0,0,0,0,0,0
ethics,1,0,0,0,0,0,0,0,0,0,0
euthanasia,0,1,0,0,0,1,0,1,0,0,0
evacuate,0,1,0,0,0,1,0,0,0,0,0
evacuation,0,1,0,0,0,0,0,0,0,0,0
evade,0,1,1,0,1,1,0,0,0,0,0
evanescence,0,0,0,0,0,0,0,1,1,0,0
evasion,0,1,0,0,0,1,0,1,0,0,0
eventual,0,0,0,1,0,0,0,0,0,0,0
eventuality,0,0,0,1,0,1,0,0,0,0,0
evergreen,1,0,0,0,0,0,1,0,0,1,0
everlasting,1,0,0,0,0,0,0,0,0,0,0
evict,0,1,0,0,0,0,0,1,0,0,0
eviction,0,1,1,0,1,1,0,1,0,0,0
evident,1,0,0,0,0,0,0,0,0,1,0
evil,0,1,1,0,1,1,0,1,0,0,0
evolution,1,0,0,0,0,0,0,0,0,0,0
exacerbate,0,1,0,0,0,0,0,0,0,0,0
exacerbation,0,1,1,0,0,1,0,0,0,0,0
exacting,0,1,0,0,0,0,0,0,0,0,0
exaggerate,0,1,1,0,0,0,0,0,0,0,0
exaggerated,0,1,0,0,0,0,0,0,0,0,0
exalt,1,0,0,1,0,0,1,0,0,1,0
exaltation,1,0,0,0,0,0,1,0,0,1,0
exalted,1,0,0,0,0,0,1,0,0,1,0
examination,0,1,0,0,0,1,0,0,1,0,0
exasperation,0,1,1,0,1,0,0,0,0,0,0
excavation,0,1,0,1,0,0,0,0,1,0,0
exceed,1,0,0,1,0,0,1,0,0,0,0
excel,1,0,0,1,0,0,1,0,1,1,0
excellence,1,0,0,0,1,0,1,0,0,1,0
excellent,1,0,0,0,0,0,1,0,0,1,0
excess,0,1,0,0,0,0,0,0,0,0,0
exchange,1,0,0,0,0,0,0,0,0,1,0
excise,0,1,0,0,0,0,0,0,0,0,0
excitable,1,0,0,0,0,0,0,0,0,0,0
excitation,1,0,1,1,0,1,1,0,1,0,0
excite,1,0,1,1,0,1,1,0,1,0,0
excited,1,0,0,1,0,0,1,0,1,1,0
excitement,1,0,0,1,0,0,1,0,1,0,0
exciting,1,0,0,1,0,0,1,0,1,0,0
exclaim,0,0,0,0,0,0,0,0,1,0,0
excluded,0,1,0,0,1,0,0,1,0,0,0
excluding,0,1,0,0,0,0,0,1,0,0,0
exclusion,0,1,0,0,1,1,0,1,0,0,0
excrement,0,1,0,0,1,0,0,0,0,0,0
excretion,0,0,0,0,1,0,0,0,0,0,0
excruciating,0,1,0,0,0,1,0,0,0,0,0
excuse,0,1,0,0,0,0,0,0,0,0,0
execution,0,1,1,0,0,1,0,1,0,1,0
executioner,0,1,1,0,0,1,0,1,0,0,0
executor,0,0,0,0,0,0,0,0,0,1,0
