tweet_id,sentiment,status
1961047544,neutral,geoff posted boo coming home tenerife boo http boo fm b25651
1961047581,surprise,geoff posted boo coming home tenerife boo http boo fm b25651
1961047643,sadness,mikeandbobshow aww nice
1961047713,neutral,read detail may sara jayne kid show exciting
1961047912,neutral,also want 6th miss girlies much georgielockwood get roomy
1961048248,neutral,guy lived city paris u spend entire life grr used anymore
1961048861,neutral,go home cry
1961048868,sadness,frank ups last day today sad see go best delivery guy ever hope new guy
1961049246,relief,dont worry babe
1961049287,sadness,jacobmaestas think ever one
1961049328,surprise,im going dad tonight he got 12 foot pool tell he got thing im going twat
1961049367,worry,margaretenright yes made sign noticed missing sunday far luck unlucky japanese cat
1961049714,hate,o2 train bristol london terrible wifi
1961049897,worry,suck
1961050336,sadness,sun florida rainy cloudy
1961050712,sadness,sad dad dy hakuna matana mean worry
1961054790,worry,normal masseusse fully massage swear quarter inch medical exam
1961055909,worry,athoob lens
1961055921,worry,got appt w doctor 4pm today look quot bite quot hoping infection need powerful anti itch cream
1961056742,enthusiasm,visit 2 la ventana de los cielos foundation pushed bck 2 week excited 2 go amp meet kid 2 wait another 2 wks
1961057044,fun,picking couple toy tonight 50mm f 1 4 yay weekend though
1961057667,worry,sleep good last night woke another bellyache wrong mee
1961057877,fun,haha talking colleague 539 dm 15 20 actual message spam
1961057973,love,surely knew hand good book hand held essential psps unless charger
1961058120,neutral,bbqs might buy disposable one time
1961058648,empty,ayeemtee sorry call lame
1961059010,sadness,_supernatural_ http twitpic com 6695k aww poor boy cry sad
1961059140,sadness,yep sadly 10 min meeting
1961059288,relief,rachaely57 yes haha impaled crossed key love scottish trying irish ewan
1961059405,relief,work
1961060082,surprise,final thought day deodorant really make lung bleed constantly certain female paranoid bo
1961060116,relief,thinking wow survived freshman year mission accomplished sophomore year
1961060202,worry,ouch back man sick
1961060527,worry,theatre next year stupid schedule
1961060657,worry,maxximummyra lost please help find good home
1961060738,hate,katt53 news kid find parent
1961062061,happiness,class trying listen really like twitter facebook amp myspace oh yeaah amp hungry
1961062063,neutral,hmmï ½being home great http u nu 8m68
1961062143,neutral,point become apparent degree mean jack shit
1961062728,empty,want magic mountain tix dont get ur station paso boo sux
1961062763,worry,shirt fuzz magnet today feel totally uncomfortable
1961062776,neutral,trying best share lovely head cold
1961062876,worry,art history quiz study
1961062879,neutral,locked mac twice time ok literally twice
1961063064,worry,gave cable tough economic time either cable shoe know cable lost
1961063160,sadness,dang disappointing
1961063179,happiness,wicked dvb tuner card arrived although sure able get set ready fa cup final tomorrow
1961063322,hate,stupid hip hate even break new kick grr
1961063765,sadness,tgif wish saying applied work saturday
1961063918,worry,getting sat afternoon think costume yet womp wompp
1961064007,neutral,sad assembly next block
1961064076,neutral,10 year old girl battle rare breast cancer http bit ly jpe9c
1961064362,enthusiasm,epiphanygirl wish dallas still say ow lol hey u spelled name wrong good thanks ff love
1961064369,worry,unfortunately see spreading poo
1961064504,neutral,work
1961064710,worry,woo hulu desktop poor mac kinda struggling though poor little core duo keep
1961065210,worry,matter heart complicated
1961065494,relief,son surgery yesterday mommy son time long today
1961065590,worry,word barely describe shitty feel morning work driving madison play discotech driving alone
1961065623,neutral,artfirejohn think bead crumb return new fusion studio really miss top item
1961065657,sadness,damn miss bf
1961066466,neutral,many thing missed tweeting
1961066579,hate,slow hate getting getting
1961066655,worry,sorry understand people expect everyone react thing quot poise quot
1961067231,worry,sorry hear carol
1961067685,sadness,the_wockeez missin u guy day ill b tomorrow butt see u june 18th blockk
1961067694,worry,cheehsien jam island till havin migraine
1961068393,worry,gotten cold every time flown somewhere 6 hr away past year hope back pool bike next week
1961068921,neutral,missonice join club
1961069198,worry,craftyasparagus raining
1961069529,neutral,forgot montel quote good one
1961070489,worry,efcuttin r u spinning hookah r p
1961070938,worry,socilover aww busy day get big mac as outta work beckons talk later
1961071098,neutral,msolf
1961071248,neutral,furrytigerkitty http twitpic com 66r0u uh wait thought 29th tonight
1961071638,relief,vaustralia flew brisbane lax today great flight love light shame one drink limit though
1961072029,worry,gonepie thats husband lol hope brace go eat normally
1961072701,sadness,anomalei well glad one mine bad resort pulling old disguise
1961078703,hate,thought unfair 3 ppl 2 n got depressed hater
1961078747,worry,slight headache
1961079455,neutral,zanti1 guy gonna get metal detector saw chad ask davey fb sorry bout ring
1961079740,worry,zzwhitejd decide sprain mine bothering never checked
1961079833,worry,stuck home b c mom sick haz moniez
1961080294,worry,crapsticks make better robbed
1961080590,worry,noo working weekend
1961080701,neutral,candacerae link work
1961080702,happiness,em got big list today hubby work weekend going u think
1961080721,boredom,weekend aboutto suck
1961080738,neutral,wood83 like roll eye curious hell good singing real treat far concerned
1961080988,surprise,didnt get clear
1961080989,happiness,entered brain orbit thanks watching ryan reynolds away quot friend quot recently
1961081158,sadness,going stop tweeting lsat studying
1961081207,sadness,glamorousamanda wish could pole got space maybe throw furniture get pole
1961081257,sadness,going without skype haha
1961081422,surprise,oh man going connect old school nintendo play mario game bag gotta search
1961081604,sadness,miss jeep bum ride dreaded horrid walmart boo
1961081867,sadness,damn fallout 3 hard game
1961082009,worry,one cat sick
1961082612,hate,thursday really necessary jonasbrothers u ever heard school horrible mum
1961082738,neutral,sachie yna know password yet
1961083074,sadness,liamjhayter key coolness cumulus seminar going online see live feed
1961083346,sadness,freecitysoul film come camera broken lamesauce
1961083396,fun,super hungry waiting biotch feed
1961083677,sadness,lifeasiceyit yessum see year go maybe head back oct rate go wanted go bday
1961083785,surprise,argh avoid spelling bee spoiler anywhere know winning word actually watched bee
1961084039,sadness,think break heart emo sound meh
1961084772,neutral,tired n want sleep bed
1961084925,sadness,dammit cant watch stadium music
1961085029,happiness,got nasty argument someone normally like much forgive well either
1961085313,hate,waste way much paper office nothing worthy almost disgust
1961085903,neutral,karnee love really simple think word put twi front clever
1961086177,love,kweenie galbladia garden shit hard
1961086361,relief,chillin bit bored boohoo
1961086432,sadness,laying bed sore snuggeling domino wanna work today
1961086758,empty,lovelene aint blanco either yo 100 puerto mami yo show muy amor yi tu yo se
1961086765,sadness,haha lol going really lol hobbit n mum like keep beck
1961087162,love,tommcfly would love guy toured really philippine tour
1961087370,sadness,raining go jogging house gym
1961087775,empty,ahh hate teeth hard make gum bleed
1961087899,neutral,really want home right
1961088409,sadness,thought going fun day
1961088700,boredom,work getting quick bite eat kill wrist self addressing 500 envolopes
1961088802,neutral,hot hell mess wish would gone arlington zeta
1961088852,happiness,dreamobscene know feel lovely relaxing weekend
1961089041,sadness,felt one tooth without brace bracket got soo hype
1961089132,neutral,jamiehigh glad alright
1961089735,neutral,moving
1961090291,worry,disgusted assumption regarding happened harlem last night 100 correct without reading story first
1961090638,worry,ashylbowz oh real didnt really keep going many diff story n stuff hey wish neva
1961091131,worry,poor wife laid another 6 hour doctor order much dealing screaming baby
1961091640,surprise,mean gonna pizza tonight go
1961091768,happiness,lizziecoulter oh dear sorry laughed
1961091917,surprise,http ww bodybuilding com fun htm omfg dude look well ard put shame
1961092018,happiness,aidadoll think gangsterr as even fit g unit amp know
1961092031,neutral,siwhitehouse unusual
1961092032,relief,dooce hope take good long recover
1961092033,sadness,unsung story sad
1961092179,worry,dear lincolnt stop snoring b move middle bed please
1961092306,neutral,site republish blog feed often end higher blog google search result
1961092410,surprise,epiphanygirl coming indianapolis
1961092589,neutral,hair straight lmao
1961092641,fun,misterdiggler told guy going get pass going see downtown disney yay
1961092699,worry,moving make sore dunno gonna make getting close
1961092708,worry,microeconomics project ihate subject amp beside english ilets exam tomorrow waa help
1961093004,worry,shoe hurt foot
1961093070,worry,loving warm weather get rain please water bill going bad
1961093718,sadness,work huge headache
1961093731,happiness,anthem right leave high dry http blip fm 79fcr
1961094015,sadness,feel like shit
1961094361,sadness,maximillian62 oh dear coffee connoisseur died little
1961096130,happiness,_enigma__ omg tell watched twilight enuff know
1961096542,worry,yeah bad
1961096876,boredom,youtube working wanted watch britain got talent debating pity party
1961096925,neutral,emoticon christian quot quot http twitpic com 66riq
1961097027,empty,hellorachael yep
1961097186,neutral,matterry make nyc huh
1961097495,sadness,got people let skip sci pratical becos skola impt dont waste parent money nt fair
1961098016,happiness,woot interview went awsome get talk mr johnny thought oh well still really good
1961098072,surprise,wow fast next soderling ferrer gilles simon lost
1961098214,sadness,knee sore physio
1961098284,worry,hate put toddler disposable rash need ointment hate rash even worse
1961098295,surprise,dollarama wish new job
1961099229,hate,im tweeting hard dont get
1961099876,neutral,looking show turn brain hurt anymore good free online one know
1961100573,sadness,coffee got cold blah
1961100965,hate,cyhwuhx look nothing like twitter avatar
1961100980,sadness,lost phone
1961101131,neutral,suddenly want chinese food worst way really great run food packed sandwich lunch anyway
1961101312,sadness,keep trying hurt tear cried past month enough
1961101498,sadness,always sunny day possible outside life get
1961101542,worry,get mom amp feel horrible must think meant thought better brunt
1961101555,worry,arathecoach really look like boy need someone hair
1961102273,worry,14 day slow internet
1961102284,love,omgoodness back school soon fun
1961102643,neutral,deusbrackers ad another week visa work
1961102764,worry,tommcfly seeing mcfly philippine soon
1961102802,sadness,_katieedwards yet back run text ring laters xoxo
1961102863,worry,tired headache like sunshine
1961102942,sadness,ingek73 blip get work iphone
1961103202,sadness,got people let skip sci pratical becos skola impt cannot waste parent money nt fair
1961103207,neutral,cold
1961103545,fun,listening music box mariah could still sing
1961103935,worry,died kp gonna upgrade spell first heading back eq2
1961104398,hate,hate living fl missing ga like crazy like say dont know got till gone ga mind
1961104402,relief,managed finally get someone left message earlier today old dog already put sleep
1961104796,happiness,finally way home
1961104874,happiness,crap break quot work weekend quot rule much work aargh hate
1961105110,boredom,h269 revising uni exam looming
1961105300,worry,ym meebo amp ebuddy really hate u kuhrabbypatty whatsupp ashpolicarpio cheyennelaxa
1961105327,worry,going miss senior much goo
1961105420,worry,poor nicole absolutely destroyed cell phone
1961105835,worry,time three shift row woke 840 work 9 five minute late ugh _
1961106094,worry,djknucklehead im listening people saying eww current frog disection poor froggy
1961106141,relief,finished breaking dawn last night managed finish 800 page 3 day good sad done w twilight saga
1961106227,neutral,kate leaving lonesome
1961106228,neutral,selfish_hisashi mï ½y em mï ½ torrent thï ½ bï ½ ch trï ½n nhï ½ ang thiï ½n long l ch ng u tra
1961106261,sadness,aww sunthings wrong w ubertwitter last nite
1961106527,sadness,sell medieval trading pavillion v sad
1961107355,worry,really gone chiropractor week today neck hurt bad
1961107438,sadness,ordered new computer unfortunately get end june
1961107627,sadness,two dozen rose sent overnight delivered morning found recipient town sad
1961107660,love,hate left one slice bread left bag half sandwich
1961108083,happiness,get drive dad airport fly vega wsop wanna go vega
1961108117,worry,holiday soo boring
1961108255,sadness,eww printed new badge thingie 4 work n eww picture took many n ugly
1961108587,happiness,say goodbye agneslikaite two best intern elevate ever
1961108829,neutral,bad migrane need go dancing tonight good combination
1961109025,hate,geographie next hate
1961109405,worry,wondering ankle ever stop hurting
1961109695,worry,guess soul searching time since home alone amp one talking
1961110682,sadness,well atm anyway managing co musical talent p horrible thing say bout rove
1961111760,fun,two ticket june 2 use 25 anyone want em face value good
1961112060,neutral,hatz94 sorry mac get onee
1961112642,relief,week flew want go see soo badly weekend
1961112732,neutral,cientifiq stink anyway
1961112834,surprise,took cutest pic andy yesterday used bro fancy dslr amp time upload want
1961118935,worry,really hurt really suck know fix seriously
1961119105,neutral,snuffleupagous really wish could convince brandon move somewhere like want move lexington
1961119393,worry,forgot put sunblock getting car
1961119517,neutral,chelsea_playboy r p curl
1961119643,worry,always hope die see old one make sad
1961120105,worry,go gym today feel bad
1961120517,worry,guessed leg havent healed old injury still run though kick ball haha sometimes fell sharp pain
1961121103,neutral,london car 500 degree air con
1961121227,neutral,http twitpic com 66roi man miss truck much return cause 687 00 month 236 00 in month
1961121339,sadness,mileycyrus yeah isnï ½t prom germany although school almost everywhere
1961121342,neutral,going home get clothes
1961121784,worry,paypal hate refuse let verify account
1961121802,worry,least 30 bug bite leg
1961122392,worry,commie finest youtube blogger blocked china update u china great wall conquered
1961122488,neutral,nerdatcooltable name mixtape mixtape connect moved texas gotta find new guy
1961123561,neutral,round way ahve copy public contact personal contact first big deal
1961123841,sadness,jinxcat failing cooking lately makin sad cook le army need practice flour tortilla
1961124103,worry,mggubler sound painful sorry got hurt may ask happen
1961124219,surprise,scott leaving
1961124830,sadness,need get back daily tweeting hiatus suck also suck gsn interrupting show airing gt _ lt
1961125160,sadness,god opened cloud said hate josh
1961125306,neutral,cran grape lunch
1961125331,worry,frenchiep hi frenchie later p
1961125428,worry,kdc well go peace corp
1961125800,surprise,dwsomers samee well aint man girl obv nd 14 lol aint no1 special famous rich wish tho xx
1961125914,neutral,gee totally hatin like real mean like duh studied enough need refreshing tonite hard
1961126132,neutral,work day
1961126569,empty,female male 3 year old lab looking new home family loosing home must stay together contact interested
1961126623,worry,lipstick_kiss find youtube concert version help
1961127130,neutral,still figured sadly take research know
1961127283,love,oh great
1961127330,neutral,wish could special someone
1961127452,worry,forgot much hate pizza delivery manalapan marlboro scum
1961127684,sadness,autismvox
1961128309,sadness,omfg head
1961128587,sadness,job suck
1961129154,sadness,jodywhitesides sorry missed
1961129232,hate,hate stinkin tired everyday hard get thought supposed start getting energy back
1961129234,worry,think might like twiterfon better tweetie recent upgrade twiterfon great none tweetie
1961129258,happiness,tiyephoenix dj 2 gig 6 20 bk hh fest please keep posted live date
1961129332,sadness,busy day time tweet happening weekend
1961129912,neutral,eating hall cuz sour throte
1961130007,worry,brookstuh good enough
1961130016,neutral,well go work
1961130541,sadness,miss friend plav time long day work hahah
1961131652,sadness,tired
1961131655,worry,michael porter haunting ugh five force remember 9 strategy competitive advantage
1961132008,sadness,judez_xo pretty took like hour ur
1961132017,hate,fuck tony
1961132379,neutral,cash looking trade find
1961132614,sadness,ghostexecutive bummer going try make commitment afraid got way next time hopefully
1961132632,fun,totally except ride sidewalk like kid lot safe road crazy driver
1961132963,fun,hope find store take u
1961133338,sadness,tired sad
1961133834,relief,robgokeemusic shopping bettering need financing therapy however
1961134160,neutral,rachellee625 wet dirty one
1961134229,happiness,look like another sober weekend ahead
1961134327,worry,jonin60seconds tried edit page add name pop list please
1961134360,worry,kathypak good
1961134407,sadness,yurges loadsa happend im upset
1961134415,neutral,miss laughing till stomache hurt
1961134439,sadness,life suck
1961134870,love,leikela4 glad nice gray sky rainy wisconsin
1961135354,hate,waiting yet please let
1961135475,sadness,ugh poor beautiful girl went new tire inspection sticker repair still tire
1961136154,worry,jerome117 careless vocal
1961136350,sadness,freesat coverage sky dish really really bad moment block place really annoying
1961136418,worry,irritated send email receive
1961136541,sadness,computer died
1961136545,sadness,conference call hp gave invalid pas code attend
1961136714,sadness,danefiori thought splitting estate depressing course kidding like thought parent dying
1961136959,sadness,flickie dead bored also dead poor student life piss take
1961137047,neutral,churchpunkmom got pool still boxed need level suitable patch ground set
1961138116,relief,playing guitar hero let steam see mr unreliable funny
1961138211,sadness,massive headache
1961138624,enthusiasm,friday sun working inside
1961138650,neutral,goodbye mountain fb
1961138810,worry,head thumping
1961138990,worry,hate fallout 3 keep making jump also low health money ammo food worry get
1961139081,sadness,annoyed missed mitch lemon tree damn
1961140229,sadness,oh crashed ball pump
1961140237,worry,ll217 true never like cdo_bambu never
1961140626,hate,open office quot writer quot weird need word open word document correctly
1961140852,love,oh no puma hoodie coming apart love thing
1961140938,neutral,need go sleep 4am tonight exhausted
1961141324,sadness,wish garden could bbq tonight might set lounge bbq type thing work fridayfirehazzard
1961141484,surprise,betterislittle rain pours true sorry hate kinda time
1961141509,worry,sad day told student last year lot cry since
1961141962,worry,slovakian country side refreshing change compared tarmac car city boy need tarmac
1961141985,sadness,aww horrible xd
1961142222,worry,penbleth leave forever miss much
1961142780,neutral,sobk13 yes seems way page found
1961143014,neutral,rachmurrayx work
1961143292,sadness,oh tired
1961143641,relief,know yet word hopeful though good stuff happening lately getting excited
1961144129,neutral,dayawonton
1961144402,neutral,laptop thrown paddy bouncing half live set wav need new laptop new copy ableton hey ho mtfbwy
1961144522,worry,thought safe injection today find mom one vaccine help
1961144804,neutral,azboricua bug coding go forum reg let know work
1961144936,sadness,poor phone nekkid without cover
1961145133,worry,according momsrising quarter family six live poverty
1961145215,neutral,sorry using tweetdeck letting tweet today
1961145561,neutral,u beat urself lot stop please like nike lol
1961145713,neutral,rolliepollie32 ate hot food
1961145802,worry,badlady think prize end sorry hear though
1961146111,love,realy wanted go cause nice everybodys busy
1961146319,worry,hate craving something eat go get end disappointed ugh
1961146821,neutral,45h13y fun server change
1961146869,neutral,art_advisor haha going turn thing tweet phone stupid spammer
1961146939,worry,lauralalahh sorry hope ok xx
1961147296,worry,always little sad see follower really like decide unfollow
1961147686,love,claireyjonesy mine curly atm want mine straight lmao
1961147777,enthusiasm,got need leave class hour
1961147782,sadness,well thats exam failed bsc gone
1961148438,sadness,ecorazzi grr people suck cry animal die nature show people sick hunting endangered specie
1961148813,worry,archie andrew thinking veronica
1961148964,neutral,frankiethesats beat understand
1961149131,worry,hardly worked last two week losing weight fear losing muscle made doc appt injured foot
1961149259,empty,taking deep deep breath
1961149264,neutral,disneyland blast yesterday back work
1961149372,worry,saw load ambulance amp police car amp car smashed roof lying road quot 1 man dead 4 sure
1961149761,neutral,brilliant day today got car washed got washing done go work hour
1961149945,neutral,jeffabel unfortunately yes outside
1961150307,worry,according momsrising quarter family child six live poverty
1961150946,sadness,annieareyouohk annoying make u girl follow sport knowledgable look dumb
1961150985,worry,jimmiefisher hard time using hulu u heard anyone problem us window vista
1961151022,worry,need cancel appt 1 home from1 5 washing machine repair man sorry
1961151360,love,aww boy beard liked manly man ness via zepinklady asylm
1961151552,worry,jeanettebern sorry jj missed post make sure next time
1961151572,worry,half class called retarded hurt real
1961151587,worry,yay playing show tonight boo gonna soggy work right playing
1961151596,worry,rip omar edward killed friendly fire nyc http bit ly jrm6v
1961151822,happiness,djclichedarknes good homemade flour tortilla age
1961151838,worry,know im wrong give one chance sent
1961151864,neutral,oxtravaganza big brother done
1961152309,fun,aw feel better mandy hope getting sick least know nurse hehe
1961152358,worry,aidadoll horrible poor thing
1961152655,hate,shower back bed sick still
1961152815,sadness,everything annoying today
1961153481,neutral,anyone got go yet supernatural convention birmingham waiting patiently
1961153858,hate,weather suck apush filming become maybe least banquet tonight
1961154424,worry,dermotcarmody cheer mate still getting wednesday ok incredibly wealthy man
1961154539,worry,hatee history rock
1961154556,worry,hand hurt
1961170661,sadness,alice286 lucky girl work day tomorrow maybe even monday
1961170718,worry,kinda bummed gonna miss mrosenbaum711 return bg never know like make love
1961170758,worry,handlewithcare aww mate shitter
1961170786,worry,jamandhoney never arrived wait monday
1961171018,neutral,ow hurt
1961171097,sadness,need cheering
1961171175,neutral,listening legally blonde musical soundtrack lamenting going anymore perhaps buy nosebleed seat go alone
1961171231,neutral,cashcapone cash u kno hater jus upset update yet
1961171317,worry,ugh sleepy think still kinda sick
1961171334,worry,venus williams horrible day office
1961171340,empty,runpaintrunrun pimm
1961171659,neutral,dreading shopping swimsuit
1961171858,sadness,soo tired still kinda angry missed concert
1961172068,sadness,stupid competition stuff keep getting way going get word today kill heather_writes
1961172504,sadness,leaving get angry pulled
1961172647,worry,wasabi recovering surgery http apps facebook com dogbook profile view 6121231
1961172825,love,tommcfly 12am buonotomato bluejeriberry still sending much tweet philippine tour please
1961172922,neutral,anymore
1961173273,sadness,disney_dreaming miley gonna quit hannah montana wanna believe
1961173423,worry,waiting sun come back school called joey sore throat want summer make lunch love all
1961173792,hate,im grounded tonight hate stupid silent mode
1961173973,neutral,willtothe tired
1961174215,hate,back fucking school
1961174279,sadness,nisher yeah yeah heck anyway sastch year bail lack expense
1961174373,worry,oh boy going loong day
1961174382,worry,1 goal gila last game milan dillematic 4
1961174394,neutral,deadlyx um mr deadly sir please follow twitter
1961174460,worry,guess running little bit accidentally fell asleep
1961174539,fun,got sunburnt knee funny bet sting later fab day though x
1961174815,happiness,ok going outside wish playing basketball oh well
1961174926,hate,thepaul 360 send back red ring death suck took week get mine back microsoft
1961174990,worry,iconsrobg denny shut winter 50 mile get one
1961175068,sadness,cry real tear
1961175165,sadness,launch today teacher changed plan watched stupid move tesla
1961175640,love,countdown launch june 2nd oh temptingly close lovely puter faar away
1961175771,sadness,blow torch broken real bummer
1961176012,neutral,anthonyniblett collection portrait iwrm bangbang
1961176044,sadness,spiffums near
1961176385,worry,yeah thing going well getting feel like felt long long time
1961176734,neutral,admitting like action plot like romance plot always make feel like setting back feminist cause
1961176839,neutral,ellapaigebabe nothing really soo bored xx
1961176908,worry,getting ready waiting picking josh movie amp dinner trailer perhaps bacck work tomorrow
1961176973,hate,new car already giving problem cant good sign
1961176992,worry,forgot lunch one else ordering stuff boo
1961177419,neutral,hopefully im getting new window tomorrow still using mum lap birthday tomorrow eve facebook doesnt work somehow
1961177715,fun,badnurse09 great never good jump
1961177787,neutral,hilarylanders know think like dieing
1961178027,neutral,want real key back
1961178192,worry,hmm new sport catalog card update appearing
1961178216,worry,soo tired get enough sleep
1961178243,worry,monday wont able love
1961178280,worry,going home sore eye
1961178410,worry,shegotitshebadd normal ppl consider night problem going sleep nightmare waking
1961178411,worry,day planing work havent leave everything last minuet
1961178854,sadness,ti89 died know
1961178861,sadness,sad going miss seeing pennywise year
1961179157,surprise,bonnieguthrie
1961179173,worry,one estate agent next door caught singing along
1961179186,happiness,sak_pase guess u like den hair cut short lol
1961179513,love,chrisandcal thats soo pretty mine havnt year
1961179707,surprise,wow still gotten
1961180178,surprise,stacyshow gangstarr exgirl next girl na one mic hold still listen guess dont matter
1961180185,relief,oh difficult nut market home turf
1961180535,worry,nickcres ive tried nothing worked dont think bothered sigh
1961181244,neutral,wave would trend higher bing
1961181284,worry,the_wockeez wish go u
1961181483,love,tommcfly need watch star trek
1961181828,hate,t0ns nou moe stomme banken crisis shit
1961182531,happiness,spitphyre well good luck twpp hour time think way home fun
1961182714,relief,novaw0lf damnit neither win
1961182875,worry,chriss_yst u burnt sorry back front burnt
1961183191,empty,
1961183293,sadness,thejiggerjames party tonight jig
1961183530,neutral,tommcfly philippine tour please please please
1961184197,worry,afceahelen end working dc gmu quot short list quot master 2 started eng program 90 never finished
1961184231,hate,link working reason
1961184291,worry,trying get work done happy work situation
1961184782,sadness,hate moving
1961185118,neutral,downtowndiane missed free chocolate eh well bikini season coming
1961185244,surprise,officially apt learned stuff crazy neighbor used live across hall scary
1961185508,sadness,soo dropped phone text tweet currently banging face spike covered poison ivy infested wall
1961186234,surprise,oh kindergarten teacher died mr collinson always remembered every student ever loved lady
1961186575,fun,hihillaryy fun
1961186643,sadness,missin boo
1961186781,neutral,many wire sort
1961186788,hate,dropped lax fb
1961186826,surprise,chicken noodle soup made lunch feel better burned tongue good day
1961186910,worry,sitting decking reading psychology note ipod dog far warm
1961187726,sadness,murray got broken
1961187746,surprise,gogoww come deal like houston
1961187863,hate,huma_rashid reeaally though ew hate stocking
1961188006,worry,northernpest go good center parcs else went xx
1961188370,worry,unc budget cut may rise 18 http tinyurl com mdm5tp
1961188382,sadness,enjoying yummy salad missing avocado happens husband grocery shop
1961188464,love,really want go net
1961188627,happiness,stapler haiku whar night woo hoo yeah beautiful night party oops stapler
1961188926,fun,missing lol plaid bud haha damn bg right
1961189005,neutral,ram upgrade done ff still slow disabling add ons sure one make cut honest like sophie choice
1961189207,hate,finished bio mind map stupid sheet hid section back
1961189638,worry,killed dill plant happen dill great suddenly dead http tinyurl com mlh4f5
1961189720,anger,aa mcfly
1961190120,hate,boored learned though
1961190230,relief,time work
1961190580,worry,traded ipod brother cellphone phone died e
1961190858,worry,82 degree gorgeous stuck library midterm 2 hour lame
1961190913,sadness,roxeecruz ur linky worky
1961191095,worry,sad leaving soon
1961191716,worry,feel like shit cause couldnt sleep last night went sleep 320 n bk 6 soo tired
1961191747,neutral,tommcfly please forget french fan
1961192464,worry,pochaccoyoly well took early 00 graduated 01 final stage guinea pig seriously waste time
1961192614,hate,worst day ever noon
1961192766,neutral,get job keep applying school want teach
1961192897,sadness,listening mendeed still think disbanding loss metal
1961193293,neutral,reply topic yet lolz well somethin could reply yanno
1961194220,sadness,friend mocking weekend talking
1961194524,hate,want ghd straightener shipping cost 50 pound deal
1961194683,worry,fuck awake 2 hate sickness
1961195335,neutral,seem access restuarant city due internet javascript problem
1961195969,worry,pulled direction knowing go
1961196045,worry,real bad headache
1961196059,worry,killzonedotcom
1961196206,worry,fuccin bacc hurt dragged long blocc piece wood corner garage
1961196357,worry,hope presentation went well today tweet yr campus tomorrow around lunch time onwards
1961212401,sadness,wanna know worse coworker brewed fresh cup coffee think bacon
1961212760,neutral,cleaning
1961212767,hate,waiting time get whenever feel like
1961212813,hate,son bitch medium thing stream music home working itunes play music iphone
1961212834,worry,running5k2day oh hope bad sound
1961213348,neutral,superwiki want goo
1961213412,sadness,tysondueck bad
1961213849,worry,found aguadilla well
1961213958,love,tommcfly tour philippine sometime lot fan would really love
1961214088,love,intyceyou hey love whats voice shot whats new
1961214279,worry,trying get ear go away
1961214321,happiness,100 follower gosh darn good mood atm might bbq later heat lt 3
1961214593,sadness,thodwris rip michael
1961214653,worry,exam kinda near week 2 project yet submitted almost failing one subject may allah save
1961215208,hate,annieoleary starfleet one even romulin one like random one dont remember ha cant wear lame
1961215257,worry,omg im bad mood 2day wats ppl doin2nite
1961215362,happiness,straighening hair going straight want bummerr
1961215445,happiness,josemarques feel like reboot osx supported hibernate amp reboot bootcamp
1961215555,surprise,dont think text
1961216367,worry,last school day tomorrow funnest day ever also really sad righ ow getting ready go moab phil
1961216493,sadness,oww even describe much back hurt going go stupid doctor
1961216972,sadness,mynameisdon always miss wont able commence til fall come fall visiting yay
1961217445,neutral,dreaming bacon waffle fresh butter maple syrup brewed coffee
1961217784,neutral,quot hi im jonathan spotify 4 9 99 month u cn unlimited music w quot luv r little chat j dont leave
1961217818,surprise,poor heather didnt make cheerleading squad im sorry babygirl maybe next year
1961217929,sadness,aahh friday funeral 5
1961218037,hate,whitpr lol bk year going 2 u come yet
1961218139,hate,told andrew jt going cameo mtv movie award said quot pissing quot guess fight
1961218285,love,dever hope better weekend
1961218485,worry,ryan_price oi ran problem good fix app called quot grab quot work good enough
1961218799,sadness,sun making happy shame work tonight x
1961219061,surprise,way back dublin omg didnt hit bed 530 sleepy road back good ole dublin p
1961219726,worry,lamborghinibow u good reply u fallin sad face
1961219828,neutral,going home back get grocery stuff
1961219854,sadness,nobilis feel pain mine way
1961219902,enthusiasm,janaichristian im stuck inside elk grove village working day someone enjoy
1961219914,neutral,
1961220173,worry,conorp sad wish could stay longer last time ill see tonight better wear make
1961220241,sadness,sad day office glad friday like get away poor co worker lost son
1961220489,love,mrinal type going helpful error
1961220568,hate,frustrating u r mood partner work ugh
1961220887,worry,ugh got stop biting nail grr
1961221079,sadness,wish pool
1961221286,worry,redi med getting checked strep throat
1961221791,neutral,tommcfly dougiemcfly broken little toe vai doctor hoje vocï ½ vai na 89fm quero vï ½ lo ½s da internet got see
1961222366,happiness,found six great vegan place eat relax four get without car
1961222411,sadness,soo feeling well need get bed
1961222597,sadness,well done yet 1 thing left huaahh jupaa resaa awas kaliaann
1961222929,worry,soo tired study subject history gonna hard gt lt help
1961222939,surprise,ok boo boo daddy took dental bridge front tooth forgot table uh oh plastic chew sawwy
1961223189,happiness,university hungry
1961224347,boredom,seriously quiet lonely without bunny
1961224416,worry,iamaboogs oh plzz u never time
1961224695,worry,fml hate cs bad find lj layout everything want
1961224811,worry,class sick hungry
1961225081,hate,ellipticeye ever piss thought meant casting related wank crap
1961225169,worry,rainbowanne omg post deleted annoyed go forum work
1961225337,hate,last friday highschool intense one test go economics eww man
1961225397,relief,pichu crap cover whole purse look like pattern
1961225813,worry,got replacement phone text message call history gone sad
